"WellCount","MeasuredEquipmentLeaks","MeasuredChemicalInjectionPumps","MeasuredTanks","HCProduced","WaterProduced","GasProduced","Wellheadpressure","Age","ProducingType","WellStruct","TotalPneumaticControllers","TotalChemicalInjectionPumps","Combuster","tracerflux","emissionsSum"
15,3,6,1,1150.07,617.11,32.14,2859,7.35,"shale gas","Vertical",14,10,"No","Yes",226.455064
6,12,9,13,931.52,300.46,36.66,2609.14,5.5,"shale gas","Horizontal",14,9,"No","Yes",226.4471715
14,4,6,5,1543.21,37.63,1.96,2769,9.57,"shale gas","Vertical",12,8,"No","Yes",226.3066063
15,0,2,5,2513.97,559.04,29.12,2552,11.04,"shale gas","Horizontal",21,4,"No","Yes",225.6483009
6,11,5,17,1924.87,1274.1,4.76,338.78,7.4,"Other Tight Reservoir Rock","Directional",15,5,"No","No",225.5280665
15,11,6,5,1986.83,785.56,40.91,2822,10.47,"Other Tight Reservoir Rock & Shale","Horizontal",32,7,"No","No",225.5138365
3,7,8,6,2893.72,924.41,37.06,2637.61,9.7,"shale gas","Horizontal",14,8,"Yes","Yes",225.271024
10,6,6,1,1679.85,351.6,18.31,2503,9.53,"shale gas","Vertical",5,7,"No","No",225.0834844
2,6,5,2,1021.3,1186.3,9.29,661.18,7,"Other Tight Reservoir Rock","Horizontal",13,5,"No","Yes",224.673724
7,8,2,10,899.45,1461.35,16.78,1194.26,6.9,"Other Tight Reservoir Rock","Horizontal",12,2,"No","Yes",224.6526425
12,11,4,11,1845.94,117.85,6.14,2600,10.75,"shale gas","Directional",32,5,"No","Yes",224.6375716
13,1,3,6,1068.37,272.62,14.2,3457,11.79,"shale gas","Vertical",23,6,"No","No",224.6328605
14,10,5,1,1272.16,233.45,12.16,3438,9.54,"shale gas","Directional",30,7,"No","Yes",224.329547
11,6,2,8,1550.63,861.14,44.85,3441,7.76,"Other Tight Reservoir Rock","Horizontal",21,3,"No","Yes",223.5282269
5,6,9,2,2615.33,440.4,34.74,2472.49,8,"Other Tight Reservoir Rock","Horizontal",18,9,"No","No",223.2116095
13,11,1,15,159.03,300.93,15.67,2730,8.01,"shale gas","Horizontal",30,5,"No","Yes",222.975838
10,10,1,12,1847.77,813.56,42.37,2939,10.32,"Other Tight Reservoir Rock & Shale","Horizontal",27,5,"No","Yes",222.928144
10,12,3,1,1588.22,804.99,41.93,2556,7.86,"Other Tight Reservoir Rock","Horizontal",25,9,"Yes","Yes",222.6470843
9,14,3,18,1268.03,1359.82,33.6,2391.36,8.7,"Other Tight Reservoir Rock","Directional",19,1,"No","No",222.154152
11,4,1,14,2953.38,810.8,42.23,3261,9.2,"Other Tight Reservoir Rock","Directional",28,2,"No","No",222.0411565
10,7,4,3,1883.16,294.17,15.32,3324,8.27,"shale gas","Directional",29,5,"No","Yes",221.7139078
1,7,5,8,1598.76,299.65,12.44,885.37,5.2,"Other Tight Reservoir Rock","Directional",2,5,"No","No",221.6709605
5,13,5,13,1160.55,988.95,29.39,2091.73,8,"Other Tight Reservoir Rock","Directional",9,5,"No","No",221.4911875
12,5,3,18,1467.3,827.75,43.11,3196,7.79,"Other Tight Reservoir Rock & Shale","Vertical",8,3,"No","Yes",221.0930207
10,14,5,9,530.83,396.24,12.18,866.87,8.6,"Other Tight Reservoir Rock","Horizontal",7,5,"Yes","Yes",220.69707
2,13,9,18,772.13,516.8,17.29,1230.55,9.2,"Other Tight Reservoir Rock","Horizontal",17,9,"No","No",220.6685415
1,13,7,15,1796.24,952.47,14.74,1049.07,7.3,"Other Tight Reservoir Rock","Directional",20,7,"No","Yes",220.0087175
13,7,2,17,757.27,867.92,45.2,3048,8.7,"Other Tight Reservoir Rock & Shale","Horizontal",22,4,"No","No",219.6822158
10,15,8,16,1953.17,625.09,33.15,2359.33,5,"Other Tight Reservoir Rock","Horizontal",18,8,"No","No",219.358777
12,11,1,14,2557.3,393.6,20.5,3045,8.56,"shale gas","Horizontal",31,3,"No","Yes",219.3567454
13,6,1,19,1539.62,401.52,20.91,3121,9.7,"Other Tight Reservoir Rock & Shale","Horizontal",24,6,"No","No",218.8029604
11,9,2,9,2165.54,754.98,39.32,3329,7.77,"Other Tight Reservoir Rock","Horizontal",22,3,"No","No",218.7451699
12,4,6,12,32.14,803.41,41.84,2938,11.05,"shale gas","Vertical",6,11,"No","Yes",218.5633192
11,12,6,10,2161.87,809.6,42.17,3251,9.12,"Other Tight Reservoir Rock","Directional",21,8,"No","No",218.0073039
12,2,5,8,1492.35,1320.2,68.76,2781,9.29,"Other Tight Reservoir Rock & Shale","Vertical",13,7,"No","Yes",217.8738343
5,11,1,5,2068.19,1274.88,11.65,829.15,9.5,"Other Tight Reservoir Rock","Directional",3,1,"Yes","Yes",215.7065295
4,8,4,7,1425.56,493,18.14,1291.05,5.4,"shale gas","Directional",8,4,"No","Yes",215.4491515
12,9,3,7,2756.05,87.73,4.57,2774,7.84,"Other Tight Reservoir Rock","Horizontal",22,8,"No","Yes",214.6389756
10,12,1,13,1762.69,524.76,27.33,2791,9.46,"Other Tight Reservoir Rock","Directional",25,3,"No","Yes",214.5446002
10,10,2,12,1107.1,353.8,23.62,1681.07,9.9,"Other Tight Reservoir Rock","Directional",10,2,"Yes","No",214.309337
3,13,6,16,364.48,1487.32,15.35,1092.48,5.2,"Other Tight Reservoir Rock","Directional",3,6,"No","No",214.1200215
8,5,5,14,1134.47,1201.17,30.93,2201.33,5.5,"Other Tight Reservoir Rock","Directional",18,5,"Yes","No",213.10641
7,13,4,2,508.36,496.31,19.27,1371.47,7.2,"Other Tight Reservoir Rock","Directional",3,4,"No","No",212.949209
10,12,2,18,1690.05,530.72,21.14,1504.56,5.4,"Other Tight Reservoir Rock","Directional",2,2,"No","No",212.8355295
5,15,1,2,727.43,637.74,5.22,371.51,6.3,"Other Tight Reservoir Rock","Directional",10,1,"No","Yes",212.326774
5,11,8,6,2568.59,388.76,8.02,570.79,9.6,"shale gas","Horizontal",15,8,"No","No",211.6745235
2,14,3,2,1743.73,1373.41,38.75,2757.89,5,"Other Tight Reservoir Rock","Horizontal",5,3,"No","Yes",211.3807135
7,9,6,5,2446.07,698.63,31.74,2258.98,7.6,"Other Tight Reservoir Rock","Directional",11,6,"No","Yes",211.05139
10,0,2,20,2503.53,352.24,18.35,2538,7.72,"shale gas","Horizontal",25,4,"No","Yes",210.8882447
6,12,4,15,841.85,361.78,5.69,404.97,7.3,"Other Tight Reservoir Rock","Directional",1,4,"Yes","No",210.679128
12,7,5,12,2910.39,688.18,35.84,3203,7.35,"Other Tight Reservoir Rock & Shale","Directional",28,6,"No","No",210.3564652
5,14,6,3,144.49,902.24,6.14,436.99,5.9,"Other Tight Reservoir Rock","Directional",8,6,"No","No",210.3228325
2,11,2,19,531.05,545.88,39.06,2779.95,6.3,"Other Tight Reservoir Rock","Directional",5,2,"No","No",210.312597
1,12,9,3,2740.07,1257.46,26.17,1862.55,9.4,"Other Tight Reservoir Rock","Directional",10,9,"No","No",210.285779
10,2,1,19,1436.25,264.55,13.78,3201,10.12,"shale gas","Vertical",7,5,"No","Yes",210.0987785
15,7,6,2,389.89,351.68,18.32,3414,9.22,"shale gas","Directional",21,7,"No","No",210.0616544
14,6,4,1,2149.13,606.86,31.61,2553,10.11,"shale gas","Vertical",5,4,"No","No",209.9210429
15,11,1,14,2084.48,280.88,14.63,3122,11.14,"Other Tight Reservoir Rock & Shale","Horizontal",28,3,"No","Yes",209.4394273
14,6,6,14,157.88,329.94,17.18,3186,7.15,"Other Tight Reservoir Rock","Horizontal",27,7,"No","No",209.2155227
12,2,5,9,2471.36,156.32,8.14,3255,10.86,"Other Tight Reservoir Rock & Shale","Horizontal",31,9,"No","Yes",209.0685131
8,11,3,11,808.21,974.85,33.3,2370.01,6.7,"shale gas","Horizontal",19,3,"No","No",208.9822845
12,12,3,17,1944.25,559.12,29.12,3021,9.81,"shale gas","Horizontal",23,4,"No","No",208.4036918
14,1,3,11,2209.21,165.47,8.62,2830,8.17,"Other Tight Reservoir Rock","Vertical",7,5,"No","Yes",207.1064839
6,3,0,1,0,353,15.28,1002,1.4,"shale gas","Horizontal",6,0,"No","No",206.7582825
12,8,0,1,0,187.17,9.75,2742,10.03,"shale gas","Horizontal",27,0,"No","No",206.7582825
5,6,2,3,2013.78,221.56,29.5,2099.55,6.9,"Other Tight Reservoir Rock","Horizontal",11,2,"No","No",206.6825365
7,6,4,8,1249.49,1252.92,9.05,644.1,6.4,"Other Tight Reservoir Rock","Directional",9,4,"No","No",206.0691105
13,4,2,20,509.36,328.5,17.11,2679,11.76,"Other Tight Reservoir Rock & Shale","Vertical",8,3,"No","No",205.5801543
11,12,3,2,710.48,641.25,33.4,3442,10.8,"Other Tight Reservoir Rock","Directional",20,8,"No","No",205.1956454
13,7,3,17,2444.82,189.52,9.87,3115,7.61,"shale gas","Directional",32,6,"No","Yes",204.9125099
15,7,2,16,1214.51,433.44,22.58,2534,8.19,"Other Tight Reservoir Rock","Directional",25,5,"No","No",204.7764981
6,13,1,19,47.54,997.19,18.22,1296.74,6.3,"Other Tight Reservoir Rock","Horizontal",12,1,"Yes","No",204.5708665
15,7,1,10,529.85,32.46,1.69,3102,8.48,"Other Tight Reservoir Rock","Horizontal",25,4,"No","Yes",204.4568571
12,11,3,6,548.86,43.6,2.27,3476,9.63,"shale gas","Horizontal",20,7,"No","Yes",204.1929462
15,6,1,8,2603.17,104.94,5.47,3325,7.53,"shale gas","Directional",28,3,"No","No",204.1037324
12,10,5,4,2952.65,597.97,31.14,3456,7.28,"Other Tight Reservoir Rock","Directional",22,7,"No","No",204.0439392
11,12,1,4,621.62,94.12,4.9,2537,11.41,"Other Tight Reservoir Rock & Shale","Directional",28,3,"No","Yes",203.0125539
6,5,9,9,330.97,897.56,21.01,1495.31,8.6,"shale gas","Horizontal",4,9,"No","No",202.9300405
12,9,6,6,209.65,722.69,37.64,3412,7.8,"Other Tight Reservoir Rock & Shale","Directional",28,10,"No","No",202.5509861
15,6,3,16,1259.3,926.26,48.24,2504,11.88,"shale gas","Horizontal",30,8,"Yes","No",202.4645652
5,15,2,2,426.62,1207.12,18.25,1298.88,6.8,"Other Tight Reservoir Rock","Horizontal",16,2,"No","Yes",202.4176605
4,2,10,1,851.47,465.2,9.94,707.44,5.7,"shale gas","Horizontal",5,10,"No","Yes",202.2399665
14,2,3,8,2124.08,607.65,31.65,3116,9.81,"Other Tight Reservoir Rock","Vertical",5,7,"No","Yes",201.9435197
10,3,5,2,2896.71,433.15,22.56,3018,9.65,"shale gas","Vertical",7,6,"No","No",201.8324271
10,7,3,1,2085.43,353.89,18.43,2645,7.25,"Other Tight Reservoir Rock & Shale","Directional",20,7,"No","No",201.82794
10,8,1,2,2848.2,489.36,25.49,3451,9.63,"shale gas","Horizontal",31,6,"No","No",201.7685387
9,6,7,18,1935.82,215.65,33.07,2353.64,6.8,"shale gas","Horizontal",13,7,"No","Yes",201.723148
8,9,1,7,2149.1,367.81,31.1,2213.43,9.1,"Other Tight Reservoir Rock","Horizontal",20,1,"No","No",201.024296
12,10,4,14,2676.98,489.57,25.5,3200,11.06,"Other Tight Reservoir Rock","Directional",29,9,"No","Yes",200.8430851
14,6,6,17,1047.27,524.97,27.34,2892,11.54,"Other Tight Reservoir Rock","Horizontal",22,8,"No","Yes",200.7404125
12,8,6,20,2846.91,119.91,6.25,3479,8.42,"Other Tight Reservoir Rock","Horizontal",26,11,"No","Yes",200.4720987
10,11,7,13,899.77,530.04,35.55,2530.14,9.8,"shale gas","Horizontal",5,7,"No","Yes",200.0403625
11,11,4,13,2195.14,25.67,1.34,2580,11.54,"Other Tight Reservoir Rock & Shale","Directional",25,5,"No","Yes",199.8815443
3,13,4,16,2993.02,536.45,7.83,557.27,6.8,"shale gas","Horizontal",2,4,"Yes","No",199.6881535
11,7,5,20,991.91,121.31,6.32,2819,7.16,"Other Tight Reservoir Rock","Directional",29,7,"No","Yes",199.6684232
10,14,5,20,2469.43,916.98,7.89,561.54,6.4,"shale gas","Horizontal",6,5,"Yes","No",199.6094045
12,10,4,7,1543.01,645.68,33.63,3214,11.7,"Other Tight Reservoir Rock","Horizontal",27,5,"No","No",199.5271525
2,5,8,5,1720.54,994.36,7.21,513.15,9.6,"shale gas","Horizontal",3,8,"Yes","Yes",198.926904
3,8,8,18,2589.49,1110.7,16.44,1170.06,7.8,"shale gas","Horizontal",3,8,"Yes","No",198.521004
8,12,10,10,2206.98,260.11,19.09,1358.66,8,"shale gas","Horizontal",6,10,"No","Yes",198.485606
15,8,6,8,1104.86,746.41,38.88,3209,8.32,"Other Tight Reservoir Rock & Shale","Horizontal",20,7,"No","No",198.4550802
2,10,10,3,285.01,231.29,27.61,1965.04,6.4,"Other Tight Reservoir Rock","Directional",5,10,"Yes","Yes",198.400257
9,14,3,11,2380.54,1155.4,13.61,968.64,5.8,"Other Tight Reservoir Rock","Horizontal",2,3,"Yes","No",198.2604745
10,13,9,17,2808.92,919.86,20.72,1474.67,7.5,"Other Tight Reservoir Rock","Directional",16,9,"Yes","No",197.9555765
5,15,8,4,295.16,1250.81,14.55,1035.54,6.9,"Other Tight Reservoir Rock","Horizontal",10,8,"No","No",197.536427
13,10,4,17,2657.08,764.31,39.81,3265,9.35,"Other Tight Reservoir Rock","Directional",24,9,"Yes","Yes",197.5150994
13,2,3,10,165.91,1.34,0.07,3305,9.74,"shale gas","Vertical",11,4,"No","No",197.2854232
3,13,8,5,1175.95,678.02,26.13,1859.71,8.3,"shale gas","Horizontal",20,8,"Yes","Yes",196.740555
10,13,8,16,1208.34,549.1,9.35,665.45,8.2,"Other Tight Reservoir Rock","Horizontal",9,8,"No","No",196.428683
14,1,5,9,1766.58,563.3,29.34,3114,10.25,"shale gas","Vertical",9,6,"No","No",196.1940699
9,6,10,11,557.05,989.33,23.53,1674.66,7.2,"shale gas","Horizontal",7,10,"Yes","Yes",195.704971
4,11,2,11,1428.21,1236.46,5,355.86,5,"Other Tight Reservoir Rock","Directional",15,2,"No","Yes",195.370472
11,6,2,8,757.48,113.4,5.91,2734,9.83,"Other Tight Reservoir Rock & Shale","Horizontal",29,4,"Yes","Yes",194.6671516
8,14,8,11,2025.14,891.66,33.42,2378.55,8.4,"Other Tight Reservoir Rock","Horizontal",3,8,"Yes","Yes",194.461047
13,9,3,15,1847.41,6.79,0.35,3080,8.91,"Other Tight Reservoir Rock","Horizontal",28,7,"No","Yes",193.9288766
11,5,2,3,1056.97,502.53,26.17,3377,7.66,"shale gas","Vertical",6,6,"No","No",193.640824
5,12,4,6,192.5,1408.11,3.48,247.68,8.8,"Other Tight Reservoir Rock","Directional",9,4,"No","No",193.533901
7,9,4,14,2348.21,793.27,31.7,2256.13,8.5,"shale gas","Horizontal",14,4,"No","Yes",193.088313
13,3,2,9,2599.17,68.86,3.59,3070,9.36,"Other Tight Reservoir Rock & Shale","Vertical",8,4,"No","Yes",193.0662418
10,15,5,15,2400.12,171.19,39.8,2832.62,6.5,"shale gas","Horizontal",19,5,"No","Yes",193.0483335
10,7,5,5,0,567.85,29.58,2848,7.61,"shale gas","Horizontal",23,5,"Yes","Yes",192.8918778
8,11,3,15,1495.85,694.86,29.47,2097.42,6.9,"Other Tight Reservoir Rock","Directional",3,3,"No","No",192.7109195
10,3,4,4,298.82,367.7,19.15,2992,7.09,"Other Tight Reservoir Rock & Shale","Vertical",9,8,"No","No",192.4203133
6,11,2,8,2274.18,597.96,11.17,794.98,7.4,"shale gas","Horizontal",16,2,"Yes","No",192.174554
5,9,6,4,990.32,1430.19,29.4,2092.44,9,"Other Tight Reservoir Rock","Horizontal",11,6,"No","No",191.76498
4,5,2,16,975.94,243.53,22.07,1570.75,8.6,"Other Tight Reservoir Rock","Directional",11,2,"Yes","No",191.5393425
15,2,4,18,754.72,859.22,44.75,3256,10.26,"shale gas","Vertical",16,5,"No","No",191.4437021
9,6,5,3,358.24,896.63,1.36,96.79,9.4,"shale gas","Horizontal",8,5,"No","Yes",191.192826
10,7,8,19,2547.38,200.29,21.09,1501,9.9,"Other Tight Reservoir Rock","Directional",9,8,"No","Yes",190.316929
14,10,3,0,1440.29,233.82,12.18,3472,11.12,"Other Tight Reservoir Rock & Shale","Horizontal",20,6,"No","No",189.9012839
8,14,6,8,147.06,375.48,9.52,677.55,6.4,"Other Tight Reservoir Rock","Directional",4,1,"No","Yes",188.7983955
15,1,2,4,2963.88,912.81,47.54,2974,11.5,"Other Tight Reservoir Rock & Shale","Vertical",7,3,"No","No",188.7131829
6,15,7,11,1744.68,1369.97,26.96,1918.78,5.4,"Other Tight Reservoir Rock","Horizontal",3,7,"Yes","No",188.681955
15,10,3,16,1351.47,236.26,12.31,3068,8.01,"Other Tight Reservoir Rock","Horizontal",31,3,"No","Yes",187.9356143
10,7,6,10,2233.34,913.68,47.59,3082,9.53,"Other Tight Reservoir Rock","Horizontal",25,8,"No","No",187.9124913
3,10,7,6,203.26,272.2,18.79,1337.31,8.2,"shale gas","Horizontal",16,7,"No","No",187.3884595
13,7,5,10,2661.98,87.88,4.58,2717,9.22,"shale gas","Directional",23,8,"No","No",187.1867707
13,7,3,14,923,506.02,26.36,3361,9.08,"Other Tight Reservoir Rock & Shale","Horizontal",31,3,"No","No",186.918285
9,13,2,4,1887.54,1416.31,37.75,2686.72,8,"shale gas","Horizontal",20,2,"Yes","No",185.529344
10,8,5,20,2517.33,27.83,3.25,2730,11.75,"Other Tight Reservoir Rock & Shale","Directional",21,8,"No","No",185.4454046
4,14,3,8,2234.96,387.76,6.59,469.02,6.3,"Other Tight Reservoir Rock","Directional",16,3,"No","No",185.240572
15,9,2,6,2603.75,426.65,22.22,2952,8.7,"shale gas","Horizontal",23,4,"Yes","No",184.3968127
6,14,5,2,1524.3,1310.64,36.63,2607.01,9.9,"shale gas","Horizontal",10,5,"No","No",184.188873
9,15,10,14,1421.47,562.16,11.26,801.39,5.7,"Other Tight Reservoir Rock","Directional",14,10,"Yes","No",184.0178505
12,2,2,13,2553.6,479.07,24.95,3374,9.94,"Other Tight Reservoir Rock & Shale","Vertical",6,3,"No","No",183.9640742
4,6,5,16,1554.92,96.91,4.14,294.65,6.2,"shale gas","Horizontal",18,5,"Yes","No",183.843539
13,9,2,0,1108.18,558.82,29.11,2627,11.03,"Other Tight Reservoir Rock & Shale","Horizontal",25,2,"No","Yes",183.8413529
2,6,10,12,94.54,79.2,3.79,269.74,7.3,"shale gas","Horizontal",5,10,"Yes","No",182.1576845
8,11,6,15,895.48,464.65,4.24,301.77,8.2,"shale gas","Horizontal",11,6,"Yes","Yes",181.874297
3,8,7,4,854.24,1096.2,39.13,2784.94,6.9,"shale gas","Horizontal",10,7,"Yes","Yes",181.689332
8,9,5,13,655.22,356.1,21.42,1524.49,8.3,"shale gas","Directional",18,5,"No","No",181.581411
9,8,3,13,1877.33,451.74,33.28,2368.58,7,"Other Tight Reservoir Rock","Directional",11,3,"Yes","Yes",181.0059845
7,7,9,10,2122,293.63,39.25,2793.48,7.2,"shale gas","Horizontal",6,9,"No","Yes",180.834676
10,10,1,0,1315.67,723.11,37.66,2926,8.16,"Other Tight Reservoir Rock","Horizontal",31,2,"No","No",180.6721154
13,10,4,19,1456.07,826.82,43.06,2997,9.47,"Other Tight Reservoir Rock","Horizontal",25,6,"No","Yes",180.5674826
10,9,10,4,1969.71,160.42,6.5,462.61,6,"shale gas","Directional",5,10,"No","Yes",180.420867
14,10,5,0,1092.92,135.08,7.04,2599,10.5,"Other Tight Reservoir Rock","Directional",28,7,"No","Yes",180.3215154
10,4,4,18,538.7,603.05,31.41,3147,10.34,"Other Tight Reservoir Rock","Vertical",10,6,"No","No",179.8402274
13,8,2,6,495.67,703.29,36.63,2841,10.31,"Other Tight Reservoir Rock & Shale","Horizontal",31,6,"No","Yes",179.8343307
6,10,0,3,0,223,19.25,851,1.4,"shale gas","Horizontal",6,0,"No","No",179.680644
11,10,0,3,0,274.07,14.27,3181,11.98,"shale gas","Horizontal",27,0,"No","Yes",179.680644
10,10,5,14,1678.09,541.45,33.82,2407.02,9.3,"shale gas","Directional",5,5,"No","No",179.546785
8,12,8,12,1666.21,174.28,21.17,1506.7,6,"shale gas","Horizontal",17,8,"No","No",179.5388925
9,7,2,16,2773.1,1064.64,16.97,1207.78,7.2,"Other Tight Reservoir Rock","Directional",3,2,"No","Yes",179.2722745
15,3,2,3,2697.46,259.09,13.49,3085,9.74,"shale gas","Vertical",6,4,"No","No",178.5417925
4,14,4,13,2122.75,400.94,3.84,273.3,8.5,"shale gas","Horizontal",5,4,"Yes","Yes",177.8579385
12,8,3,8,2361.31,637.74,33.22,2945,9.81,"shale gas","Horizontal",30,6,"No","No",177.8082017
13,11,3,7,2253.32,94.39,4.92,2935,10.65,"shale gas","Horizontal",22,5,"No","No",177.7293823
10,6,3,9,1373.28,533.3,27.78,2924,7.36,"shale gas","Directional",28,5,"Yes","Yes",177.574631
8,9,5,1,2416.98,1108.89,38.84,2764.3,9.5,"Other Tight Reservoir Rock","Directional",8,5,"No","Yes",177.4633355
3,9,7,7,190.67,594.83,11.22,798.54,9.3,"shale gas","Horizontal",4,7,"No","No",177.4194345
2,12,8,14,2463.79,167.01,24.43,1738.72,8,"shale gas","Horizontal",9,8,"Yes","Yes",177.058079
8,9,1,20,1679.69,53.44,39.11,2783.51,5.4,"shale gas","Horizontal",3,1,"No","Yes",177.021218
14,2,1,15,1426.65,701.9,36.56,3328,7.85,"shale gas","Vertical",8,5,"Yes","Yes",176.9381679
10,10,4,7,757.72,65.6,3.42,2660,11.42,"Other Tight Reservoir Rock & Shale","Horizontal",24,7,"No","Yes",176.3770175
6,8,8,12,48.94,931.43,38.79,2760.74,8.6,"Other Tight Reservoir Rock","Horizontal",15,8,"No","No",176.361515
14,4,6,10,644.79,501.78,26.13,3160,8.57,"shale gas","Vertical",7,6,"Yes","No",176.2104825
13,2,3,15,2048.31,168.03,8.75,3217,11.7,"shale gas","Vertical",21,7,"Yes","No",176.0218794
12,8,1,2,1354.46,567.41,29.55,2852,7.94,"Other Tight Reservoir Rock","Horizontal",20,2,"Yes","No",175.9548202
15,6,2,8,182.01,453.2,23.6,2671,11.13,"Other Tight Reservoir Rock & Shale","Vertical",12,5,"No","Yes",175.8654235
1,7,3,7,1934.56,238.4,24.23,1724.48,8.5,"shale gas","Horizontal",9,3,"Yes","No",175.4100755
10,5,6,1,1944.16,169.04,8.8,3192,11.25,"Other Tight Reservoir Rock","Vertical",19,8,"No","Yes",175.3416022
3,13,8,5,583.51,250.4,20.05,1426.99,5.1,"shale gas","Horizontal",16,8,"No","Yes",174.406485
1,11,9,16,2444.84,588.05,5.7,405.68,8.6,"Other Tight Reservoir Rock","Directional",13,9,"Yes","No",174.2065875
12,12,3,8,407.11,290.18,15.11,2654,7.24,"Other Tight Reservoir Rock & Shale","Directional",31,7,"No","Yes",174.0651658
9,5,1,6,919.92,574.48,23.68,1685.34,7.3,"shale gas","Horizontal",2,1,"No","No",173.5887175
13,5,3,12,218.56,518.62,27.01,3380,7.79,"Other Tight Reservoir Rock","Horizontal",31,7,"No","No",173.3509164
2,6,1,11,1407.58,804.38,29.3,2085.32,7.8,"Other Tight Reservoir Rock","Directional",9,1,"No","No",173.1716525
10,6,2,4,996.84,516.99,26.93,2646,8.15,"Other Tight Reservoir Rock & Shale","Horizontal",27,5,"No","Yes",172.2738131
3,8,4,11,2923.71,783.16,11.84,842.67,6.4,"shale gas","Horizontal",15,4,"Yes","Yes",172.1063135
13,11,4,19,1952.8,501.25,26.11,3369,8.85,"shale gas","Horizontal",24,6,"Yes","No",171.706707
3,6,3,1,68.38,1023.19,36.4,2590.64,5,"Other Tight Reservoir Rock","Directional",5,3,"No","Yes",171.416069
1,5,10,1,427.01,494.81,8.22,585.03,5.2,"Other Tight Reservoir Rock","Directional",13,10,"No","Yes",170.8471325
13,7,6,9,2710.29,922.3,48.04,2659,7.3,"shale gas","Directional",32,7,"No","Yes",170.1500788
2,10,5,2,709.07,340.01,30.32,2157.92,10,"Other Tight Reservoir Rock","Horizontal",16,5,"Yes","Yes",169.7850165
13,7,2,15,2964.15,851.66,44.36,2613,10.45,"Other Tight Reservoir Rock","Horizontal",32,6,"No","No",169.5505569
15,9,6,1,18.28,438,22.81,2627,9.49,"Other Tight Reservoir Rock","Directional",30,10,"No","No",169.4476499
8,8,7,4,618.42,965.4,20.11,1431.26,6.3,"Other Tight Reservoir Rock","Directional",15,7,"Yes","Yes",168.779908
11,11,6,6,1865.73,312.78,16.29,2850,7.51,"shale gas","Horizontal",31,10,"Yes","No",168.0905968
9,6,4,17,2150.42,1160.85,16.81,1196.39,7.1,"Other Tight Reservoir Rock","Horizontal",18,4,"No","Yes",167.660031
10,10,3,4,1301.72,221.97,11.56,3258,9.88,"Other Tight Reservoir Rock & Shale","Horizontal",25,8,"No","Yes",167.1312737
9,5,11,2,1662.06,788.1,7.97,567.24,8.2,"shale gas","Horizontal",4,9,"No","No",166.913362
14,2,3,2,378.99,866.18,45.11,3417,7.01,"shale gas","Vertical",19,7,"No","No",166.751082
6,7,0,1,0,511,10.73,448,0.3,"shale gas","Horizontal",0,0,"No","Yes",166.6463068
15,7,0,1,0,274.21,14.28,3259,7.46,"shale gas","Horizontal",23,0,"No","Yes",166.6463068
9,14,10,10,436.45,1028.82,6.87,488.95,9,"shale gas","Horizontal",14,10,"Yes","No",165.779493
3,13,1,3,723.74,82.64,22.04,1568.62,7.9,"shale gas","Horizontal",8,1,"No","No",165.519893
11,8,2,2,1868.42,636.54,33.15,3426,7.02,"Other Tight Reservoir Rock & Shale","Directional",30,7,"No","No",165.1339704
15,10,3,11,1556.49,23.55,1.23,2936,7.23,"Other Tight Reservoir Rock","Directional",31,4,"Yes","Yes",165.0420101
1,8,2,17,382.28,133,6.93,502,2.77,"shale gas","Directional",20,5,"No","Yes",163.9800873
1,12,2,4,1755.34,758.88,39.53,920,6.05,"Other Tight Reservoir Rock & Shale","Directional",16,3,"Yes","No",162.2574797
1,11,0,0,1830,367.67,19.15,214,6.84,"shale gas","Horizontal",26,0,"Yes","Yes",160.545825
3,6,4,19,2121.83,320.5,16.69,892,5.92,"shale gas","Directional",10,8,"Yes","No",159.870767
1,10,4,3,1610,835.95,43.54,1924,2.36,"shale gas","Horizontal",18,8,"Yes","No",159.7734507
1,5,1,19,2271,125.94,6.56,1648,6.73,"Other Tight Reservoir Rock","Vertical",7,2,"Yes","No",159.4998455
5,11,6,7,604.25,1310.71,68.27,1774,0.81,"shale gas","Directional",13,9,"Yes","No",158.4286164
7,6,2,10,1776.93,407.72,21.24,1120,6.98,"Other Tight Reservoir Rock","Vertical",24,5,"Yes","Yes",158.2641718
6,6,6,15,679.3,628.92,32.76,1249,1.14,"Other Tight Reservoir Rock","Directional",9,7,"No","Yes",158.2211853
9,10,6,4,2940.27,557.57,29.04,319,3.97,"Other Tight Reservoir Rock","Directional",31,8,"Yes","Yes",157.87156
9,6,4,2,1925.86,275.06,14.33,1617,2.75,"Other Tight Reservoir Rock","Directional",18,5,"Yes","Yes",157.578576
2,8,6,18,2505.25,626.44,32.63,709,1.95,"shale gas","Directional",19,7,"No","Yes",157.4518592
5,10,2,7,878.29,719.15,37.46,299,3.65,"shale gas","Horizontal",27,5,"Yes","Yes",156.751265
6,8,6,6,1780.08,351.23,18.29,1234,0.59,"Other Tight Reservoir Rock","Horizontal",21,9,"Yes","No",156.6891222
6,9,1,3,2899.55,529.58,27.58,1679,6.7,"Other Tight Reservoir Rock","Directional",9,6,"Yes","No",156.6282279
6,9,0,0,0,824.16,42.93,997,4.68,"shale gas","Horizontal",33,0,"Yes","Yes",156.60205
2,8,3,12,270.9,257.41,13.41,1376,3.11,"Other Tight Reservoir Rock","Horizontal",15,4,"Yes","Yes",156.5166578
